Inventory : Ad Unit Summary,,,,,,,,,
NOTE: This Report Includes Real Time Data.,,,,,,,,,
Report Inputs:,,,,,,,,,
Start Date:,,2017-06-05,,,,,,,
End Date:,,2017-06-05,,,,,,,
Sites Selected:,,None Selected (default to all applicable values).,,,,,,,
Ad Unit Sizes Selected:,,None Selected (default to all applicable values).,,,,,,,
 ,,,,,,,,,
Report Data:,,,,,,,,,
Site Name,Site ID,Ad Unit,Ad Unit ID,Currency,Ad Requests,Billable Impressions Delivered,Revenue,eCPM,Fill Rate (%)
100154_28200696_Mobile (www.healthygreenkitchen.com),537100190,100154_BTF_300x250_28200696_3M,537136890,USD,4,2,0.000900,0.450000,50.000000
101260_28200696_Web (www.buhoviral.com),537217881,101260_BTF_300x250_28200696_3W,538103136,USD,1,0,0.000000,0.000000,0.000000
100588_28200696_Mobile (www.amyscreativeside.com),537154014,100588_BTF_300x250_28200696_3M,537255839,USD,22,9,0.003110,0.345555,40.909090
101866_28200696_Web (www.photoshoproadmap.com),537309541,101866_ATF_728x90_28200696_1W,538717963,USD,611,95,0.042384,0.446147,15.548281
100162_28200696_Mobile (www.mericherry.com),537100574,100162_BTF_300x250_28200696_3M,537242618,USD,513,205,0.116402,0.567814,39.961013
100081_28200696_Mobile (megjohnsonspeaks.com),537085185,100081_ATF_728x90_28200696_1M,537112066,USD,1,0,0.000000,0.000000,0.000000
100370_28200696_Mobile (www.barefeetonthedashboard.com),537133205,100370_BTF_300x250_28200696_3M,537208212,USD,52,5,0.002451,0.490200,9.615384
100687_28200696_Mobile (www.kidsstuffworld.com),537171624,100687_MBL_300x250_28200696_1M,537638795,USD,355,76,0.039860,0.524473,21.408450
100562_28200696_Mobile (www.larkscountryheart.com),537152061,100562_ATF_300x250_28200696_1M,537251187,USD,9,1,0.000554,0.554000,11.111111
100297_28200696_Mobile (www.shalommama.com),537124523,100297_MBL_300x250_28200696_1M,537975792,USD,1,0,0.000000,0.000000,0.000000
101077_28200696_Web (www.flouronmyface.com),537193045,101077_ATF_300x250_28200696_1W,537969040,USD,35,13,0.005526,0.425076,37.142857
100884_28200696_Web (www.momhomeguide.com),537184712,100884_ATF_728x90_28200696_1W,537394424,USD,15,1,0.000517,0.517000,6.666666
101026_28200696_Web (www.sprinklebakes.com),537189915,101026_BTF_300x250_28200696_2W,537679110,USD,520,294,0.094843,0.322595,56.538461
100963_28200696_Mobile (www.gracetable.org),537187882,100963_MBL_300x250_28200696_1M,537923617,USD,6,0,0.000000,0.000000,0.000000
100818_28200696_Mobile (www.theglowingfridge.com),537182503,100818_BTF_300x250_28200696_4M,537344054,USD,960,185,0.097746,0.528356,19.270833
101938_28200696_Web (www.hearthandmade.co.uk),537323638,101938_BTF_728x90_28200696_1W,538811182,USD,294,103,0.059473,0.577407,35.034013
101940_28200696_Web (www.scallywagandvagabond.com),537324095,101940_ATF_300x250_28200696_2WADS,538816780,USD,714,381,0.099309,0.260653,53.361344
101872_28200696_Web (www.adoubledose.com),537309575,101872_BTF_300x250_28200696_3W,538727100,USD,10,1,0.000400,0.400000,10.000000
101892_28200696_Web (www.whattheteacherwants.blogspot.com),537312969,101892_BTF_728x90_28200696_1W,538747578,USD,36,0,0.000000,0.000000,0.000000
100203_28200696_Mobile (www.itbakesmehappy.com),537112597,100203_MBL_300x250_28200696_1M,537414840,USD,29,23,0.012705,0.552391,79.310344
100387_28200696_Web (www.entirelyeventfulday.com),537134969,100387_ATF_728x90_28200696_1W,537211574,USD,15,5,0.002000,0.400000,33.333333
101026_28200696_Mobile (www.sprinklebakes.com),537189914,101026_BTF_300x250_28200696_3M,537679113,USD,779,243,0.084690,0.348518,31.193838
101529_28200696_Web (www.preparetoserve.com),537264274,101529_BTF_728x90_28200696_2W,538584116,USD,"5,742","1,740",0.859153,0.493766,30.303030
100162_28200696_Mobile (www.mericherry.com),537100574,100162_BTF_300x250_28200696_1M,537137541,USD,24,12,0.006526,0.543833,50.000000
101342_28200696_Mobile (www.cafelenormand.com),537235259,101342_MBL_300x250_28200696_1M,538219544,USD,769,257,0.099033,0.385342,33.420026
100914_28200696_Mobile (www.candleinthenight.com),537185353,100914_ATF_300x250_28200696_1M,537437219,USD,3,1,0.000400,0.400000,33.333333
100121_28200696_Mobile (www.babesinhairland.com),537097944,100121_BTF_300x250_28200696_2M,537133408,USD,208,63,0.019946,0.316603,30.288461
101507_28200696_Web (www.coolcrafts.com),537260990,101507_BTF_300x250_28200696_3W,538394925,USD,505,245,0.120221,0.490697,48.514851
100744_28200696_Mobile (www.ablossominglife.com),537176861,100744_ATF_300x250_28200696_1M,537313612,USD,189,24,0.011175,0.465625,12.698412
101191_28200696_Mobile (www.veronikasblushing.com),537204570,101191_BTF_728x90_28200696_1M,538034645,USD,6,0,0.000000,0.000000,0.000000
100120_28200696_Web (www.fooddonelight.com),537090279,100120_ATF_728x90_28200696_1W,537120399,USD,1,0,0.000000,0.000000,0.000000
101374_28200696_Web (www.panlasangpinoymeatrecipes.com),537240361,101374_ATF_300x250_28200696_1W,538247083,USD,292,25,0.010309,0.412360,8.561643
100881_28200696_Web (www.chicnsavvyreviews.net),537184707,100881_BTF_300x250_28200696_4W,538027215,USD,3,2,0.001173,0.586500,66.666666
100303_28200696_Web (www.foodstoragemoms.com),537127072,100303_ATF_728x90_28200696_1W,537195978,USD,13,3,0.001733,0.577666,23.076923
101292_28200696_Web (www.applythelawofattraction.com),537225379,101292_BTF_300x250_28200696_4W,538154057,USD,"2,485",609,0.431516,0.708564,24.507042
100424_28200696_Web (www.cityfarmhouse.com),537139579,100424_BTF_728x90_28200696_1W,537226541,USD,4,0,0.000000,0.000000,0.000000
100795_28200696_Web (www.imalazymom.com),537180021,100795_BTF_300x250_28200696_3W,537329871,USD,7,2,0.002300,1.150000,28.571428
101092_28200696_Mobile (www.healthy-liv.com),537194053,101092_MBL_300x250_28200696_1M,537974559,USD,2,2,0.000771,0.385500,100.000000
100955_28200696_Web (www.morewithlesstoday.com),537187867,100955_ATF_300x250_28200696_1W,537575524,USD,63,6,0.002460,0.410000,9.523809
700051_28200696_Web (www.mystayathomeadventures.com),537234980,700051_BTF_300x250_28200696_2W,538217770,USD,4,0,0.000000,0.000000,0.000000
101211_28200696_Mobile (www.mariahspleasingplates.com),537206501,101211_BTF_728x90_28200696_1M,538048189,USD,4,4,0.002138,0.534500,100.000000
101690_28200696_Web (www.germanshepherdcountry.com),537289924,101690_BTF_728x90_28200696_1W,538599304,USD,144,66,0.037637,0.570257,45.833333
100183_28200696_Mobile (www.suburble.com),537108588,100183_MBL_300x250_28200696_2M,538096660,USD,47,18,0.008569,0.476055,38.297872
100121_28200696_Mobile (www.babesinhairland.com),537097944,100121_ATF_300x250_28200696_1M,537133404,USD,33,10,0.003087,0.308700,30.303030
101320_28200696_Mobile (www.peekaboopages.com),537232420,101320_TBL_300x250_28200696_1M,538197011,USD,89,34,0.011308,0.332588,38.202247
101307_28200696_Web (www.higherperspectives.com),537228316,101307_BTF_300x250_28200696_12W,538905244,USD,"1,873",247,0.128398,0.519829,13.187399
101210_28200696_Mobile (www.estilo-tendances.com),537206499,101210_BTF_300x250_28200696_1M,538048168,USD,57,11,0.005831,0.530090,19.298245
100777_28200696_Web (www.sweetteaandsavinggraceblog.com),537179145,100777_ATF_300x250_28200696_1W,537318779,USD,0,0,0.000000,0.000000,0.000000
100917_28200696_Mobile (www.dirtyfloordiaries.com),537185359,100917_ATF_728x90_28200696_1M,537439361,USD,9,4,0.001437,0.359250,44.444444
101890_28200696_Web (www.ono.myrecipemagic.com),537312793,101890_ATF_300x250_28200696_1W,538746323,USD,19,1,0.000400,0.400000,5.263157
101333_28200696_Web (www.thefitfork.com),537233650,101333_BTF_300x250_28200696_4W,538584120,USD,25,12,0.005315,0.442916,48.000000
101854_28200696_Web (www.chipandco.com),537308658,101854_BTF_300x250_28200696_1WADS,538712046,USD,"4,525","2,746",0.882849,0.321503,60.685082
101431_28200696_Web (johnpavlovitz.com),537252347,101431_BTF_300x250_28200696_1W,538333626,USD,"12,914","4,773",1.523435,0.319177,36.959888
100162_28200696_Web (www.mericherry.com),537100573,100162_BTF_300x250_28200696_3W,537242616,USD,335,216,0.128063,0.592884,64.477611
101289_28200696_Web (www.happyhomefairy.com),537225372,101289_BTF_300x250_28200696_1W,538154028,USD,675,103,0.054612,0.530213,15.259259
101562_28200696_Web (www.techshout.com),537270449,101562_BTF_728x90_28200696_2W,538756107,USD,5,0,0.000000,0.000000,0.000000
100652_28200696_Web (www.teach4theheart.com),537163990,100652_BTF_300x250_28200696_1W,537278444,USD,75,20,0.004938,0.246900,26.666666
100819_28200696_Mobile (www.interactive-biology.com),537182529,100819_MBL_300x250_28200696_1M,538598803,USD,531,61,0.032217,0.528147,11.487758
101320_28200696_Mobile (www.peekaboopages.com),537232420,101320_MBL_300x250_28200696_1M,538197010,USD,520,107,0.071788,0.670915,20.576923
101746_28200696_Mobile (www.meijermadness.com),537294083,101746_MBL_300x250_28200696_1M,538624252,USD,321,187,0.123874,0.662427,58.255451
100056_28200696_Web (getcreativejuice.com),537075535,100056_BTF_300x250_28200696_3w (getcreativejuice.com),537096172,USD,57,2,0.000900,0.450000,3.508771
100712_28200696_Web (www.lovinourchaos.com),537174726,100712_ATF_300x250_28200696_1W,537302454,USD,1,0,0.000000,0.000000,0.000000
100910_28200696_Web (www.thecentsiblelife.com),537185344,100910_BTF_728x90_28200696_1W,538590760,USD,89,23,0.011106,0.482869,25.842696
100022_28200696_Mobile (themamasgirls.com),537064793,100022_BTF_300x250_28200696_2M,537075301,USD,145,14,0.007525,0.537500,9.655172
100820_28200696_Web (www.thisheartofmineblog.com),537182505,100820_BTF_300x250_28200696_1W,537344086,USD,77,32,0.021457,0.670531,41.558441
100183_28200696_Web (www.suburble.com),537108587,100183_BTF_728x90_28200696_2W,538573998,USD,164,88,0.047725,0.542329,53.658536
101346_28200696_Web (www.thecolemines.com),537235415,101346_BTF_300x250_28200696_2W,538220756,USD,15,8,0.003262,0.407750,53.333333
100943_28200696_Web (www.freetimefrolics.com),537187843,100943_BTF_300x250_28200696_3W,537571423,USD,176,54,0.025741,0.476685,30.681818
100091_28200696_Mobile (www.prepared-housewives.com),537097949,100091_BTF_300x250_28200696_1M,537133375,USD,3,1,0.000500,0.500000,33.333333
100963_28200696_Mobile (www.gracetable.org),537187882,100963_BTF_300x250_28200696_2M,537575825,USD,3,0,0.000000,0.000000,0.000000
101795_28200696_Mobile (www.healthyremedies.info),537299322,101795_MBL_300x250_28200696_1M,538658838,USD,41,12,0.005475,0.456250,29.268292
101710_28200696_Mobile (www.blogchef.net),537290851,101710_TBL_300x250_28200696_1M,538603826,USD,143,1,0.000299,0.299000,0.699300
101265_28200696_Web (www.curiousnut.com),537218432,101265_BTF_300x250_28200696_4W,538105792,USD,1,0,0.000000,0.000000,0.000000
100952_28200696_Mobile (www.travelmamas.com),537187862,100952_TBL_300x250_28200696_1M,538598797,USD,2,0,0.000000,0.000000,0.000000
100652_28200696_Web (www.teach4theheart.com),537163990,100652_BTF_300x250_28200696_3W,537278439,USD,200,63,0.022119,0.351095,31.500000
100086_28200696_Web (www.moneysavingqueen.com),537085259,100086_BTF_300x250_28200696_1W,537112159,USD,41,26,0.016638,0.639923,63.414634
100271_28200696_Web (www.toulouseandtonic.com),537122160,100271_BTF_728x90_28200696_1W,537187378,USD,18,10,0.005975,0.597500,55.555555
101247_28200696_Mobile (www.cleobuttera.com),537215136,101247_BTF_300x250_28200696_3M,538088803,USD,810,68,0.035441,0.521191,8.395061
100918_28200696_Web (www.ahomewithpurpose.com),537185360,100918_BTF_300x250_28200696_2W,537439440,USD,38,23,0.010866,0.472434,60.526315
101023_28200696_Web (www.veonoticia.com),537189909,101023_BTF_300x250_28200696_2WRW1,537679016,USD,239,29,0.006128,0.211310,12.133891
101540_28200696_Web (www.decorhomeideas.com),537264951,101540_BTF_300x250_28200696_1W,538436347,USD,825,157,0.079429,0.505917,19.030303
100084_28200696_Web (givemeneither.com),537085165,100084_BTF_160x600_28200696_1W,537112037,USD,2,0,0.000000,0.000000,0.000000
100642_28200696_Web (www.yesterdayontuesday.com),537161543,100642_ATF_728x90_28200696_1W,537273714,USD,29,13,0.006354,0.488769,44.827586
101333_28200696_Web (www.thefitfork.com),537233650,101333_BTF_728x90_28200696_1W,538584122,USD,91,72,0.055543,0.771430,79.120879
101896_28200696_Web (www.blackhairinformation.com),537313792,101896_ATF_728x90_28200696_1W,538751960,USD,247,65,0.022899,0.352292,26.315789
100194_28200696_Mobile (www.southyourmouth.com),537111415,100194_TBL_300x250_28200696_1M,537401818,USD,"1,461",698,0.280458,0.401802,47.775496
101389_28200696_Web (www.oliveandtate.com),537244121,101389_ATF_728x90_28200696_1W,538276405,USD,31,15,0.007739,0.515933,48.387096
100493_28200696_Web (www.ourthriftyideas.com),537144564,100493_BTF_300x250_28200696_1W,537235953,USD,22,6,0.004083,0.680500,27.272727
101026_28200696_Web (www.sprinklebakes.com),537189915,101026_BTF_300x250_28200696_3W,537679112,USD,397,204,0.059460,0.291470,51.385390
100915_28200696_Mobile (www.mabeyshemadeit.com),537185355,100915_BTF_300x250_28200696_1M,537437490,USD,1,0,0.000000,0.000000,0.000000
101507_28200696_Web (www.coolcrafts.com),537260990,101507_BTF_728x90_28200696_1W,538587075,USD,503,212,0.112706,0.531632,42.147117
100756_28200696_Mobile (www.lifemadesimplebakes.com),537176853,100756_BTF_728x90_28200696_1M,537313537,USD,311,135,0.050324,0.372770,43.408360
101342_28200696_Mobile (www.cafelenormand.com),537235259,101342_TBL_300x250_28200696_1M,538219545,USD,47,23,0.008109,0.352565,48.936170
101570_28200696_Web (www.raintravels.com),537270761,101570_BTF_728x90_28200696_1W,538471734,USD,7,2,0.001854,0.927000,28.571428
101921_28200696_Web (www.busyinbrooklyn.com),537318795,101921_BTF_728x90_28200696_1W,538778654,USD,94,38,0.017975,0.473026,40.425531
100424_28200696_Web (www.cityfarmhouse.com),537139579,100424_BTF_300x250_28200696_4W,537226550,USD,652,349,0.179850,0.515329,53.527607
101637_28200696_Web (www.spring.org.uk),537280930,101637_BTF_300x250_28200696_2W,538547591,USD,"1,496",200,0.076450,0.382250,13.368983
100776_28200696_Web (www.brunchtimebaker.com),537179144,100776_BTF_300x250_28200696_1W,537318777,USD,"7,890","2,466",0.753587,0.305590,31.254752
101296_28200696_Mobile (www.cutesycrafts.com),537226287,101296_MBL_300x250_28200696_1M,538158311,USD,418,68,0.025441,0.374132,16.267942
100838_28200696_Web (www.houseontheway.com),537183360,100838_BTF_300x250_28200696_4W,537359862,USD,10,4,0.002433,0.608250,40.000000
101441_28200696_Web (www.inspiremore.com),537253721,101441_BTF_300x250_28200696_2,538568213,USD,"157,931","20,260",9.022561,0.445338,12.828387
100877_28200696_Web (www.thismamaloves.com),537184699,100877_ATF_300x250_28200696_1W,537394306,USD,133,42,0.016942,0.403380,31.578947
